         1457927 function calls (1423228 primitive calls) in 1.148 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 symbolic.py:157(Expr)
        1    0.000    0.000    0.000    0.000 _base.py:543(BaseExcelReader)
       32    0.000    0.000    0.000    0.000 _arraypad_impl.py:119(<genexpr>)
        1    0.000    0.000    0.000    0.000 pytables.py:2873(GenericFixed)
        1    0.000    0.000    0.000    0.000 _factories.py:26(__init__)
        6    0.000    0.000    0.000    0.000 {method 'copy' of 'numpy.generic' objects}
        2    0.000    0.000    0.000    0.000 __init__.py:450(validate)
        1    0.000    0.000    0.000    0.000 random.py:110(Random)
        1    0.000    0.000    0.000    0.000 _ridge.py:2604(RidgeCV)
        1    0.000    0.000    0.000    0.000 boolean.py:239(BooleanArray)
        1    0.000    0.000    0.000    0.000 _coordinate_descent.py:2237(ElasticNetCV)
        1    0.000    0.000    0.000    0.000 _store_backends.py:403(FileSystemStoreBackend)
       13    0.000    0.000    0.000    0.000 version.py:100(__lt__)
        1    0.000    0.000    0.000    0.000 minpack2.py:1(<module>)
       32    0.000    0.000    0.000    0.000 _arraypad_impl.py:108(<genexpr>)
        1    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:2342(_median_icdf)
        1    0.000    0.000    0.000    0.000 _new_distributions.py:117(_sample_formula)
       14    0.000    0.000    0.000    0.000 _collections.py:23(freeze)
        1    0.000    0.000    0.000    0.000 _lil.py:20(_lil_base)
        4    0.000    0.000    0.000    0.000 case.py:388(__init_subclass__)
        1    0.000    0.000    0.000    0.000 times.py:1(<module>)
       13    0.000    0.000    0.000    0.000 _internal.py:936(npy_ctypes_check)
        1    0.000    0.000    0.000    0.000 _data.py:1173(MaxAbsScaler)
        1    0.000    0.000    0.000    0.000 tz.py:132(tzoffset)
        1    0.000    0.000    0.000    0.000 multi.py:209(names_compat)
        8    0.000    0.000    0.000    0.000 {built-in method numpy.zeros}
        1    0.000    0.000    0.000    0.000 blocks.py:166(maybe_split)
        1    0.000    0.000    0.000    0.000 discovery.py:1(<module>)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:623(_calc_mode)
       24    0.000    0.000    0.000    0.000 {built-in method posix._path_normpath}
       13    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:3635(_pdf_formula)
        6    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:1832(tol)
        1    0.000    0.000    0.000    0.000 _common.py:21(package_to_anchor)
       90    0.000    0.000    0.000    0.000 {method 'popleft' of 'collections.deque' objects}
        3    0.000    0.000    0.000    0.000 arrayprint.py:1514(dtype_is_implied)
        1    0.000    0.000    0.000    0.000 loss.py:551(__init__)
        1    0.000    0.000    0.000    0.000 _special_sparse_arrays.py:10(LaplacianNd)
        1    0.000    0.000    0.000    0.000 _finite_differences.py:1(<module>)
        1    0.000    0.000    0.000    0.000 grouper.py:488(Grouping)
        1    0.000    0.000    0.000    0.000 _structures.py:29(InfinityType)
       30    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        1    0.000    0.000    0.000    0.000 dtypes.py:1433(NumpyEADtype)
       23    0.000    0.000    0.000    0.000 config.py:849(inner)
       57    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
        2    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:3121(_one)
        1    0.000    0.000    0.000    0.000 {built-in method uarray._uarray.set_global_backend}
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1339(_find_parent_path_names)
        1    0.000    0.000    0.000    0.000 rolling.py:120(BaseWindow)
        1    0.000    0.000    0.000    0.000 queues.py:35(Queue)
        1    0.000    0.000    0.000    0.000 stata.py:3209(StataWriter117)
        1    0.000    0.000    0.000    0.000 _adapters.py:53(__getitem__)
        1    0.000    0.000    0.000    0.000 __init__.py:1282(ZipFile)
       10    0.000    0.000    0.000    0.000 __init__.py:431(<genexpr>)
        1    0.000    0.000    0.000    0.000 legacy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 putmask.py:1(<module>)
        1    0.000    0.000    0.000    0.000 link.py:89(BaseLink)
       28    0.000    0.000    0.000    0.000 typing.py:2846(_namedtuple_mro_entries)
        6    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        1    0.000    0.000    0.000    0.000 frequencies.py:159(_FrequencyInferer)
       25    0.000    0.000    0.000    0.000 typing.py:487(__repr__)
        1    0.000    0.000    0.000    0.000 _data.py:2278(Binarizer)
        1    0.000    0.000    0.000    0.000 _pade.py:1(<module>)
        1    0.000    0.000    0.000    0.000 loader.py:63(TestLoader)
        1    0.000    0.000    0.000    0.000 _inspect.py:1(<module>)
        4    0.000    0.000    0.000    0.000 locale.py:381(normalize)
        1    0.000    0.000    0.000    0.000 functools.py:861(<lambda>)
        3    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:2067(_num_parameters)
        1    0.000    0.000    0.000    0.000 _bsr.py:24(_bsr_base)
       16    0.000    0.000    0.000    0.000 take.py:352(_view_wrapper)
       18    0.000    0.000    0.000    0.000 dataclasses.py:643(<genexpr>)
       36    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
       22    0.000    0.000    0.000    0.000 _collections.py:24(<lambda>)
        1    0.000    0.000    0.000    0.000 feedparser.py:52(__init__)
        1    0.000    0.000    0.000    0.000 _csr.py:18(_csr_base)
        1    0.000    0.000    0.000    0.000 _survival.py:17(EmpiricalDistributionFunction)
       17    0.000    0.000    0.000    0.000 warnings.py:456(__init__)
        5    0.000    0.000    0.000    0.000 <frozen _collections_abc>:523(_type_repr)
        1    0.000    0.000    0.000    0.000 resample.py:1626(_GroupByMixin)
        2    0.000    0.000    0.000    0.000 six.py:96(__get__)
        1    0.000    0.000    0.000    0.000 base.py:129(_AbstractHMM)
        1    0.000    0.000    0.000    0.000 threadpoolctl.py:163(OpenBLASController)
        1    0.000    0.000    0.000    0.000 pydoc.py:1225(TextDoc)
        1    0.000    0.000    0.000    0.000 lsmr.py:1(<module>)
        6    0.000    0.000    0.000    0.000 inspect.py:1458(repl)
        1    0.000    0.000    0.000    0.000 python_parser.py:1201(FixedWidthReader)
       20    0.000    0.000    0.000    0.000 mixins.py:16(_binary_method)
        6    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:1692(reset_cache)
        2    0.000    0.000    0.000    0.000 expr.py:128(_compose)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:11325(wrapcauchy_gen)
        1    0.000    0.000    0.000    0.000 queues.py:21(Queue)
       11    0.000    0.000    0.000    0.000 __init__.py:208(_checkLevel)
        1    0.000    0.000    0.000    0.000 disk.py:1(<module>)
        1    0.000    0.000    0.000    0.000 align.py:68(_filter_special_cases)
        1    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:5028(Mixture)
        1    0.000    0.000    0.000    0.000 _text.py:7(FoldedCase)
        1    0.000    0.000    0.000    0.000 runner.py:164(TextTestRunner)
        1    0.000    0.000    0.000    0.000 _array_api.py:659(_XPSphinxCapability)
        1    0.000    0.000    0.000    0.000 _plotting.py:16(_BinaryClassifierCurveDisplayMixin)
        1    0.000    0.000    0.000    0.000 base.py:264(_maybe_return_indexers)
        1    0.000    0.000    0.000    0.000 _bary_rational.py:599(FloaterHormannInterpolator)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:10194(truncnorm_gen)
        1    0.000    0.000    0.000    0.000 spss.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tz.py:482(_set_tzdata)
        1    0.000    0.000    0.000    0.000 loss.py:70(BaseLoss)
       59    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:1846(cache_policy)
        1    0.000    0.000    0.000    0.000 getlimits.py:640(iinfo)
        1    0.000    0.000    0.000    0.000 mixins.py:9(_LoopBoundMixin)
        1    0.000    0.000    0.000    0.000 roc_curve.py:21(RocCurveDisplay)
       69    0.000    0.000    0.000    0.000 version.py:424(_parse_letter_version)
        1    0.000    0.000    0.000    0.000 extras.py:248(_fromnxfunction)
        3    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:2331(_median_dispatch)
       25    0.000    0.000    0.000    0.000 __init__.py:348(<genexpr>)
        1    0.000    0.000    0.000    0.000 relativedelta.py:18(relativedelta)
        4    0.000    0.000    0.000    0.000 _weakrefset.py:37(__init__)
        1    0.000    0.000    0.000    0.000 timedeltas.py:38(TimedeltaIndex)
        6    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:816(matches)
        1    0.000    0.000    0.000    0.000 ops.py:75(Term)
       12    0.000    0.000    0.000    0.000 period.py:108(_field_accessor)
        1    0.000    0.000    0.000    0.000 qp_subproblem.py:1(<module>)
        1    0.000    0.000    0.000    0.000 calendar.py:94(_localized_month)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:11561(crystalball_gen)
        1    0.000    0.000    0.000    0.000 __init__.py:442(LibraryLoader)
        6    0.000    0.000    0.000    0.000 _exceptions.py:16(_display_as_base)
        1    0.000    0.000    0.000    0.000 _new_distributions.py:348(_sample_formula)
        4    0.000    0.000    0.000    0.000 typing.py:2285(_strip_annotations)
        1    0.000    0.000    0.000    0.000 replace.py:1(<module>)
        1    0.000    0.000    0.000    0.000 qmc.py:1(<module>)
       12    0.000    0.000    0.000    0.000 functools.py:965(__init__)
        2    0.000    0.000    0.000    0.000 <frozen os>:1087(__subclasshook__)
        3    0.000    0.000    0.000    0.000 stats.py:1(<module>)
        1    0.000    0.000    0.000    0.000 queue.py:28(Queue)
        1    0.000    0.000    0.000    0.000 dtypes.py:1533(BaseMaskedDtype)
       43    0.000    0.000    0.000    0.000 _compat_pickle.py:165(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:1482(Logger)
        1    0.000    0.000    0.000    0.000 gzip.py:139(GzipFile)
        5    0.000    0.000    0.000    0.000 weakref.py:495(popitem)
       23    0.000    0.000    0.000    0.000 expr.py:295(_op_maker)
        2    0.000    0.000    0.000    0.000 reprlib.py:12(decorating_function)
       39    0.000    0.000    0.000    0.000 {method 'startswith' of 'bytes' objects}
       15    0.000    0.000    0.000    0.000 inference.py:334(is_hashable)
        1    0.000    0.000    0.000    0.000 distance.py:1796(MetricInfo)
        1    0.000    0.000    0.000    0.000 _cobyla_py.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base.py:2436(ExtensionOpsMixin)
        4    0.000    0.000    0.000    0.000 __init__.py:634(__init__)
        1    0.000    0.000    0.000    0.000 _interface.py:55(LinearOperator)
        1    0.000    0.000    0.000    0.000 models.py:13(CharsetMatch)
        1    0.000    0.000    0.000    0.000 ops.py:962(BinGrouper)
        6    0.000    0.000    0.000    0.000 six.py:131(__init__)
       48    0.000    0.000    0.000    0.000 _parser.py:166(__delitem__)
       23    0.000    0.000    0.000    0.000 _available_if.py:57(available_if)
        1    0.000    0.000    0.000    0.000 unix_events.py:604(_UnixWritePipeTransport)
        5    0.000    0.000    0.000    0.000 _parser.py:1004(addliteral)
       40    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
        1    0.000    0.000    0.000    0.000 _odfreader.py:30(ODFReader)
       56    0.000    0.000    0.000    0.000 accessors.py:169(<lambda>)
       55    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:1867(validation_policy)
        1    0.000    0.000    0.000    0.000 sasreader.py:35(ReaderBase)
        1    0.000    0.000    0.000    0.000 array_manager.py:1068(SingleArrayManager)
        1    0.000    0.000    0.000    0.000 _factories.py:56(__init__)
        1    0.000    0.000    0.000    0.000 _matrix.py:1(spmatrix)
        1    0.000    0.000    0.000    0.000 _policybase.py:112(Policy)
        1    0.000    0.000    0.000    0.000 getlimits.py:385(finfo)
        1    0.000    0.000    0.000    0.000 sslproto.py:263(SSLProtocol)
       13    0.000    0.000    0.000    0.000 enum.py:117(_iter_bits_lsb)
        1    0.000    0.000    0.000    0.000 _cubature.py:29(CubatureRegion)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:12331(rel_breitwigner_gen)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
        1    0.000    0.000    0.000    0.000 message.py:977(MIMEPart)
        4    0.000    0.000    0.000    0.000 numerictypes.py:239(obj2sctype)
        1    0.000    0.000    0.000    0.000 display.py:17(detect_console_encoding)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:79(_pack_uint32)
        1    0.000    0.000    0.000    0.000 message.py:410(__getitem__)
       23    0.000    0.000    0.000    0.000 overrides.py:175(array_function_from_dispatcher)
        1    0.000    0.000    0.000    0.000 types.py:275(coroutine)
        4    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:3125(_constants)
        1    0.000    0.000    0.000    0.000 _resampling.py:2175(PermutationMethod)
        1    0.000    0.000    0.000    0.000 _lebedev.py:1(<module>)
       10    0.000    0.000    0.000    0.000 _text.py:90(lower)
       16    0.000    0.000    0.000    0.000 _pep440.py:301(<genexpr>)
        1    0.000    0.000    0.000    0.000 _differentialevolution.py:507(DifferentialEvolutionSolver)
        1    0.000    0.000    0.000    0.000 _new_distributions.py:55(_pdf_formula)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4984(invgauss_gen)
        1    0.000    0.000    0.000    0.000 _internal.py:262(_ctypes)
        1    0.000    0.000    0.000    0.000 _trustregion_exact.py:185(IterativeSubproblem)
        1    0.000    0.000    0.000    0.000 core.py:6742(MaskedConstant)
       78    0.000    0.000    0.000    0.000 signal.py:16(<lambda>)
        1    0.000    0.000    0.000    0.000 strings.py:77(_override___module__)
       92    0.000    0.000    0.000    0.000 accessor.py:141(<lambda>)
       28    0.000    0.000    0.000    0.000 {method 'isdisjoint' of 'set' objects}
        3    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:2461(_pdf_dispatch)
        1    0.000    0.000    0.000    0.000 dtypes.py:2046(ArrowDtype)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2383(fatiguelife_gen)
